rep,cell,true_effect,true_rho,dataset_sha256,M1_evaluable,M2_evaluable,estimate_difference_M2_minus_M1,se_difference_M2_minus_M1,M1_rejected,M2_rejected,M1_covered,M2_covered,M1_singular,M2_singular
275,P7_B_NULL_RHO30,0.0,0.3,e7fec0dabdae3167e533c8a78721af651eed9422705068bfacba88e2d79647ce,True,True,-9.99999999999994e-05,-9.99999999999994e-05,0.0,0.0,1.0,1.0,True,False
275,P7_C_EFFECT_RHO0,0.1,0.0,490a3526563705d6adb34f717207ecb0e1f000d4790ba3988ee58725a0e5f7c2,True,True,0.0,-9.99999999999994e-05,1.0,1.0,1.0,1.0,True,False
275,P7_D_EFFECT_RHO30,0.1,0.3,2091e44fd4646bad8712464b00e5afeb125ff4840da94db66eab9eba3f387466,True,True,-9.999999999998899e-05,-9.99999999999994e-05,1.0,1.0,1.0,1.0,True,False
276,P7_A_NULL_RHO0,0.0,0.0,82874203f6048733a356214380796655013f7181d2f4723090ffd7aa63216875,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
276,P7_B_NULL_RHO30,0.0,0.3,5885c8f7f79a6b3ae4a1c0cd93eef433384af6b5442d1aefd9b4a24bdca0dc06,True,True,-0.00010000000000000005,-0.00010000000000000286,0.0,0.0,1.0,1.0,True,True
276,P7_C_EFFECT_RHO0,0.1,0.0,8dd5f8783eeb8dc04e61596f1573a8233aaec1b19cd71f8a5edbec6a3b22eed4,True,True,-0.00010000000000000286,-0.0001999999999999988,1.0,1.0,1.0,1.0,True,True
276,P7_D_EFFECT_RHO30,0.1,0.3,a4409ccac3e2b6fe443ca2fce7a3d575a99b579a4429410f74641ce53089a8e6,True,True,-0.00010000000000000286,-0.0001999999999999988,1.0,1.0,1.0,1.0,True,True
277,P7_A_NULL_RHO0,0.0,0.0,7b4137d6124b7d87313c0c4843febd6b19cdeea87a0f3f9beaac7d4f223d6b4f,True,True,0.0,-0.0007999999999999986,1.0,1.0,0.0,0.0,True,True
277,P7_B_NULL_RHO30,0.0,0.3,748f45f7d475d6d75f7d5a7d17409a0ee2a5ccf98346db205ae176f0f840b0a7,True,True,0.00010000000000000286,-0.0007999999999999986,0.0,1.0,1.0,0.0,True,True
277,P7_C_EFFECT_RHO0,0.1,0.0,cc405cedb366fe51f1842dad46c9d0f6d3a0b093b56baaef84b697333aa461bf,True,True,9.999999999998899e-05,-0.0009000000000000015,1.0,1.0,1.0,1.0,True,True
277,P7_D_EFFECT_RHO30,0.1,0.3,302626db19918dbe5c5d7a06015e1eb196a61965c12277551d6f2458b2afd256,True,True,9.999999999998899e-05,-0.0009000000000000015,1.0,1.0,1.0,1.0,True,True
278,P7_A_NULL_RHO0,0.0,0.0,36206726b5155d55e6bf72abb75e95790612c866593bdaefef87f6b564317a2e,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
278,P7_B_NULL_RHO30,0.0,0.3,1b1f78a8570db82ad8729d3a1b96c8787e861ddffed4c428bef6dce66cd64697,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
278,P7_C_EFFECT_RHO0,0.1,0.0,22e9c15caa6d767bc112bc8251daf3ee991d72ee4ea50ab5303bc739193a76cc,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
278,P7_D_EFFECT_RHO30,0.1,0.3,c90289203c6ddd33514a51b5ff5e81f0b4d8ffff2598ef000f421658874e9de9,True,True,0.0,0.0,1.0,1.0,1.0,1.0,False,True
279,P7_A_NULL_RHO0,0.0,0.0,a1c1b404a140d40e7dad9dddc1ee7ef25f3b284b4197c3abab04fef4ddfae000,True,True,-0.00039999999999999996,-9.99999999999994e-05,0.0,0.0,1.0,1.0,True,True
279,P7_B_NULL_RHO30,0.0,0.3,4648d6c345b9abedd99dd0dd3a2b3de9ecf464e97d7b43c9d63148df0614994e,True,True,-0.0002999999999999999,-9.99999999999994e-05,0.0,0.0,1.0,1.0,True,True
279,P7_C_EFFECT_RHO0,0.1,0.0,992bbbe4efe8d78474d62f16b5de658773dd075c9ad9fb8eae5b9f6a8d69fe97,True,True,-0.0006000000000000033,-0.00020000000000000226,1.0,1.0,1.0,1.0,True,False
279,P7_D_EFFECT_RHO30,0.1,0.3,035448461e87c89dbf59a10f1229b979ed8e61f8399a33a91396707c4c1e9136,True,True,-0.0005000000000000004,-0.00020000000000000226,1.0,1.0,1.0,1.0,True,False
280,P7_A_NULL_RHO0,0.0,0.0,6d0c1a4761c752e92eadf93b52b79aaf4c7a40c92fe447d7733c7ce91a7e30c2,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
280,P7_B_NULL_RHO30,0.0,0.3,ac08f160bcac6a83604b6a3d588d3935c891efa145f741286f1c157e3bac27eb,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
280,P7_C_EFFECT_RHO0,0.1,0.0,2927fd4f585a16c9bb1e6d9e01cd8db3f1a9fda44a27fc83c033c448c763a6b4,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
280,P7_D_EFFECT_RHO30,0.1,0.3,2180c7e982fdfacf3786a2350bcd70736972f83a2f905a8e6dde70ae88586ac1,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
281,P7_A_NULL_RHO0,0.0,0.0,7335c067fa465f732c0aba2aa2d94dc12282233d48369c9a28df9aa6189732c2,True,True,-0.0002999999999999999,-0.0005000000000000004,0.0,0.0,1.0,1.0,True,True
281,P7_B_NULL_RHO30,0.0,0.3,1a2302caafac5461e265c5a563ee0c88076be5a010c6cc2be4d2e40a6beb84b2,True,True,-0.0002000000000000001,-0.0005000000000000004,0.0,0.0,1.0,1.0,True,True
281,P7_C_EFFECT_RHO0,0.1,0.0,8892819dc9e1c572fc9af70c3f6e6c028e67721ebb5abd5c79c9e71c13682634,True,True,-0.00010000000000000286,-0.0002999999999999982,1.0,1.0,1.0,1.0,True,True
281,P7_D_EFFECT_RHO30,0.1,0.3,d7a7fd05e3fd66c0a932b91526cfc0a3004ee9b92f3b9dd93d946f4ea2c09dd2,True,True,-0.00010000000000000286,-0.0001999999999999988,1.0,1.0,1.0,1.0,True,True
282,P7_A_NULL_RHO0,0.0,0.0,8ad2072625caae6c1383aeaac577f550b4ab6e40f867f418c51ffd2ab8e315ef,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
282,P7_B_NULL_RHO30,0.0,0.3,45259a6a3bcfd26aa83e1c8844b33754f1bec4037ea0107684c1520940dbd336,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
282,P7_C_EFFECT_RHO0,0.1,0.0,8543bff120367606002f0e08f67c1f05dc2671787f1dcd2c5bb247785baaf42f,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
282,P7_D_EFFECT_RHO30,0.1,0.3,145294b7f9ca045c3d73c9b58037ffdd143bd5eaa0ca480f3f1633a78cbc19d2,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
283,P7_A_NULL_RHO0,0.0,0.0,a13a49de4ecb049c47d150f3309f29e8b3ca513a0228964ec65677e664794d11,True,True,-0.00020000000000000226,0.0006000000000000033,0.0,0.0,1.0,1.0,True,False
283,P7_B_NULL_RHO30,0.0,0.3,4116286803464b76af85b2921e46156cde1b86aaa8862912336e44e5af74cad7,True,True,-0.0001999999999999988,0.0006000000000000033,0.0,0.0,1.0,1.0,True,False
283,P7_C_EFFECT_RHO0,0.1,0.0,66929de2a27b48dd90ab86cd379e55060090874f450191a2d4dc4aabd1ff7a0d,True,True,-0.00040000000000001146,-0.0005999999999999998,1.0,1.0,1.0,1.0,True,True
283,P7_D_EFFECT_RHO30,0.1,0.3,8dfbee283ffa28fc86e85d5a5c5228d7e2e6c7ca25bfd9d25821b36f9cc71f50,True,True,-0.0003999999999999976,-0.0006999999999999992,1.0,1.0,1.0,1.0,True,True
284,P7_A_NULL_RHO0,0.0,0.0,32540c3d4da55b3f5cbacdc1b2ad950a460bee59e00b2ab941519aeadde5da8d,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
284,P7_B_NULL_RHO30,0.0,0.3,a52e63ef3995766e8cd7575eb6ed9313eaa87b3ef0f1c999ff779722d1f8054d,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
284,P7_C_EFFECT_RHO0,0.1,0.0,40ffac81892bd8684d8706690d35694a91c2ba044a4423b818cb537398691014,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
284,P7_D_EFFECT_RHO30,0.1,0.3,2df2cacae6194df14521618fc5041a93131e3014451f8745911b0495c51babff,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
285,P7_A_NULL_RHO0,0.0,0.0,6b683c7283c1b6735e790b5341a784e76ed5626d7741155b55d8eff971f8ab4a,True,True,-9.99999999999994e-05,-0.00040000000000000105,0.0,0.0,1.0,1.0,True,True
285,P7_B_NULL_RHO30,0.0,0.3,95f35da5484ca40d0ebeaa57f71609d815792c9e3ba448615d3c7fb10baca7a3,True,True,-0.00010000000000000286,-0.00040000000000000105,0.0,0.0,1.0,1.0,True,True
285,P7_C_EFFECT_RHO0,0.1,0.0,292718d2929ceb11005aca7a2ea833b30cc9945c5503b875fa7d839a540360f8,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
285,P7_D_EFFECT_RHO30,0.1,0.3,361c5cb510919620c5d31b05cc20dc55afb359216a456782c0058108705e7492,True,True,9.999999999998899e-05,0.0,1.0,1.0,1.0,1.0,True,True
286,P7_A_NULL_RHO0,0.0,0.0,01ba4efb4f62283656094f53cfa889af3c292148a0d02638bbb43fb3b6b0be76,True,True,0.0005000000000000004,-0.00030000000000000165,0.0,0.0,1.0,1.0,True,True
286,P7_B_NULL_RHO30,0.0,0.3,1cf572fe77cb2478d20b25b62597cdc18d56707519ef0901e2bc9324f9250396,True,True,0.00040000000000000105,-0.0001999999999999988,0.0,0.0,1.0,1.0,True,True
286,P7_C_EFFECT_RHO0,0.1,0.0,7fea912d91380364ce5de828dbbd124b621e0cb3a3d7ffce65ef175c52376be1,True,True,0.0003999999999999837,-0.00020000000000000226,1.0,1.0,1.0,1.0,True,True
286,P7_D_EFFECT_RHO30,0.1,0.3,829c93e115b0f46f9e898bf9bc51874adbd882114de50218cb9a7a475c7154cf,True,True,0.0003999999999999837,-0.00020000000000000226,1.0,1.0,1.0,1.0,True,True
287,P7_A_NULL_RHO0,0.0,0.0,4804612f1015f67bf91546273be328e6105307fcab3ad8f07e1976176a14c512,True,True,-9.99999999999994e-05,0.0,0.0,0.0,1.0,1.0,True,True
287,P7_B_NULL_RHO30,0.0,0.3,c0bb9cc093a167688bfb2346b6b358134ab72144dc848c990a8410a61861cd45,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
287,P7_C_EFFECT_RHO0,0.1,0.0,f423a853222aabf2c537db94d0bd08f3f48a40bc8875e2063478487abab90dd8,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
287,P7_D_EFFECT_RHO30,0.1,0.3,7d9048264e3bf5de30f58ac20d7d7a7683c5d0e682d9dac40ca35d1c4b4bced8,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
288,P7_A_NULL_RHO0,0.0,0.0,9d27191d84f96bdf82872ffb723c0dc33b19da48ae48aa3298ed4531a624d509,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
288,P7_B_NULL_RHO30,0.0,0.3,50f0834d97a65b12031a9b31e67cc8eaa5f53ee2fb119904cb777f61dddf4ba0,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
288,P7_C_EFFECT_RHO0,0.1,0.0,8b76002881fef777d037fcd48cc8abe8b843d1be73ac9a4d09f8fc50b8561b13,True,True,0.0,-9.99999999999994e-05,1.0,1.0,1.0,1.0,True,True
288,P7_D_EFFECT_RHO30,0.1,0.3,1ad0d0f1f9c917d70d77e96aae44a2a7b9de182db9bee822b4d4688a05b5afea,True,True,0.00010000000000000286,-9.99999999999994e-05,1.0,1.0,1.0,1.0,True,True
289,P7_A_NULL_RHO0,0.0,0.0,f5c424392e76fa4777c138a29a4caff5c42b4fc46879757ff645e82afe98ab9e,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
289,P7_B_NULL_RHO30,0.0,0.3,db8bc6a4950410adb510df56bac421567dfa1cc0fb942ea5951151b16e9939b6,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
289,P7_C_EFFECT_RHO0,0.1,0.0,387149cc307310f094806c5aa45dad3077f70f74518747d538fc987572f4d403,True,True,0.0,-0.0005000000000000004,1.0,1.0,1.0,1.0,True,True
289,P7_D_EFFECT_RHO30,0.1,0.3,2c5b3b0b6a2584ad82a35889583c5993f8345fb6d91635478082cfe76c79bbfe,True,True,0.00010000000000000286,-0.00040000000000000105,1.0,1.0,1.0,1.0,True,True
290,P7_A_NULL_RHO0,0.0,0.0,48fb12b0afe68ed6b33c411171315cba7cea020815e93c3923d219855b113a9e,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,False
290,P7_B_NULL_RHO30,0.0,0.3,d560251680d5a4d54f2f0adc49b1e0a3725ba348c479976fd4ee12cf501e7781,True,True,0.0,-9.99999999999994e-05,0.0,0.0,1.0,1.0,True,False
290,P7_C_EFFECT_RHO0,0.1,0.0,91080d1ae75c1dbb11cb7f6fa38ce09833af7d99951acd1cd3aade053e01bc10,True,True,-0.00010000000000000286,-0.0001999999999999988,1.0,1.0,1.0,1.0,True,False
290,P7_D_EFFECT_RHO30,0.1,0.3,c3a3f7be45cac48b6a6a584b9ddbbfea81cdcd908a7c9e97a35249fcea65ae3e,True,True,-0.00010000000000000286,9.99999999999994e-05,1.0,1.0,1.0,1.0,True,False
291,P7_A_NULL_RHO0,0.0,0.0,b33a645cf4f1f2ee1b5507f8a10af5df4817920ff6ce5a32f6d27e206e5a80a7,True,True,0.0005999999999999998,-0.0001999999999999988,0.0,0.0,1.0,1.0,True,True
291,P7_B_NULL_RHO30,0.0,0.3,d8c9cd5190cc9a2dd0572190db3a4216744f56ae1d22eeb2cb8dc67f0d839456,True,True,0.000499999999999997,-0.0001999999999999988,0.0,0.0,1.0,1.0,True,True
291,P7_C_EFFECT_RHO0,0.1,0.0,16e3c1619b92ca12f52d18c6164e1ee785a2a6996015300221567f7e3ed3a047,True,True,0.0003999999999999976,-9.99999999999994e-05,1.0,1.0,1.0,1.0,True,True
291,P7_D_EFFECT_RHO30,0.1,0.3,ecac4241caaad8b17de1cddb4c2cb377985675142dab85b0b4f5b274e6aec5b9,True,True,0.0003000000000000086,-9.99999999999994e-05,1.0,1.0,1.0,1.0,True,True
292,P7_A_NULL_RHO0,0.0,0.0,3c3a9d541ad04060a7a5088e304e9bff7a9e6f38c87ba0823624eaa5deca1628,True,True,0.0005999999999999998,-0.0017999999999999995,0.0,0.0,1.0,1.0,True,True
292,P7_B_NULL_RHO30,0.0,0.3,7e9bb9f5a2e455ad21a3a38c9dfd303b064d04976185e170f2dce15b74fe5a62,True,True,0.0005000000000000004,-0.001899999999999999,0.0,0.0,1.0,1.0,True,True
292,P7_C_EFFECT_RHO0,0.1,0.0,6a2b33ccce02e3ba6e7b99503f5453b33ed5fd4814f6c2471e6718a7a0449340,True,True,0.0006000000000000172,-0.0017000000000000001,1.0,1.0,1.0,1.0,True,True
292,P7_D_EFFECT_RHO30,0.1,0.3,d68ca0e302403d2dff7575a2fb77c4f19233387551925f46354cb895802c2a89,True,True,0.0005999999999999894,-0.0017000000000000001,1.0,1.0,1.0,1.0,True,True
293,P7_A_NULL_RHO0,0.0,0.0,f68c7b65a0f9e338afbf036404957a23c516833681bcd612a1f46be3fa2eef04,True,True,-9.99999999999994e-05,0.0001999999999999988,0.0,0.0,1.0,1.0,False,False
293,P7_B_NULL_RHO30,0.0,0.3,df0bcb04d230e6cff8223c6ca10c636a7273226d4cb4c3d18399ffe7162ca04b,True,True,-0.00010000000000000026,0.00020000000000000226,0.0,0.0,1.0,1.0,True,False
293,P7_C_EFFECT_RHO0,0.1,0.0,1be87fe2b2a779db9d09d3cddbba52a5780be2d2cc2ca26dd717b53cdf01a1f4,True,True,0.0,0.0,1.0,1.0,1.0,1.0,False,False
293,P7_D_EFFECT_RHO30,0.1,0.3,90db7e74753a0e7faf5e1602ec60f3938d6c2dd403b40613a934901a4e36a3ef,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
294,P7_A_NULL_RHO0,0.0,0.0,1191b54764f72beb51cfdb20659e6ffbc228e23be2cdb2994545093d04c92dd6,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
294,P7_B_NULL_RHO30,0.0,0.3,e914ade9e92a925a6888e164328a7193918bc20264d9d017b8a2c788f54f6277,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
294,P7_C_EFFECT_RHO0,0.1,0.0,baf015987690d8f276a388484fc38f843d856032d2b647acc672110ca4f31607,True,True,0.0,-0.00040000000000000105,1.0,1.0,1.0,1.0,True,True
294,P7_D_EFFECT_RHO30,0.1,0.3,f33f1230b6b8982786626773f642e694bb5c36b8e76ecd1489bc1e393c1321df,True,True,0.0,-0.00040000000000000105,1.0,1.0,1.0,1.0,True,True
295,P7_A_NULL_RHO0,0.0,0.0,cc60c972cc6573d6cd192b584fe8beb4a6862eca6813d8495e2c966eb931688d,True,True,-9.999999999999983e-05,-0.00020000000000000226,0.0,0.0,1.0,1.0,True,False
295,P7_B_NULL_RHO30,0.0,0.3,b6928710610d6fe84bf771406d2c17ab7ac779fa13c81ddac48611f6bedf4f81,True,True,-9.999999999999983e-05,-0.00030000000000000165,0.0,0.0,1.0,1.0,True,False
295,P7_C_EFFECT_RHO0,0.1,0.0,5705859d93186c8c4cf94e857f02f30be814b5e7bcfee12ac58bdc7732352398,True,True,-9.999999999998899e-05,-0.00020000000000000226,1.0,1.0,1.0,1.0,True,False
295,P7_D_EFFECT_RHO30,0.1,0.3,c1a0a5b5e73bd39d675ab69a11ef45be0717669d55c0dba1d73e1695323647ab,True,True,-0.00010000000000000286,-0.00020000000000000226,1.0,1.0,1.0,1.0,True,False
296,P7_A_NULL_RHO0,0.0,0.0,43fb02609e0e6d2378b759d665c5e1fce127d4c1b72a5695f87c13a922e43ce1,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
296,P7_B_NULL_RHO30,0.0,0.3,9840fceea5825b018df6963ce247bcb4b291b5685db9ba814881cd5cae13ca63,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
296,P7_C_EFFECT_RHO0,0.1,0.0,41aec7f7e7244f6c3b1024d5893fd36eb183daa44090de7b6545f99097f1a873,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
296,P7_D_EFFECT_RHO30,0.1,0.3,9c94ab1690afd329a32906a92869cf13d24c708575dc9071d3e39d6f25c5c004,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
297,P7_A_NULL_RHO0,0.0,0.0,15ccd46a7c5085e7d8d7293098b2d58b231a16be7c7382eeb83c258b3f8e641f,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
297,P7_B_NULL_RHO30,0.0,0.3,123f669e827aa80d1b1ba08d618519a484890a506d5275bb74badcf10f028d25,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
297,P7_C_EFFECT_RHO0,0.1,0.0,0399e5bb8081a66cc670dbe35347dd70bb77222d92a3f3508b926c9af1f6e0a2,True,True,-0.00010000000000000286,0.00010000000000000286,1.0,1.0,1.0,1.0,True,False
297,P7_D_EFFECT_RHO30,0.1,0.3,f3bec5c0720d1c8fefb7233c6701acb964a51e06edbd74d07a50c2a654013d02,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,False
298,P7_A_NULL_RHO0,0.0,0.0,9d7cffe4f169930ba4afaa666e84d166891fc7c01bb820490ccf2c8046297e97,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
298,P7_B_NULL_RHO30,0.0,0.3,7c5705ae72bba0d5148095776614c73d3152768ddff317489ca29f4e9d3787b6,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
298,P7_C_EFFECT_RHO0,0.1,0.0,89c88e31088f4ea109fec34c104d1caa9d19476103ccbf53f26d4b6c587268c0,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
298,P7_D_EFFECT_RHO30,0.1,0.3,319d1c143aaa49096abaa4b5f327e6985f412ae007936ec58b557a77fb2b3ae9,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
299,P7_A_NULL_RHO0,0.0,0.0,b4525af6437d2730f59402034d85c2cf2f1fae1bd930601e01aafefbe6ac3ad9,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
299,P7_B_NULL_RHO30,0.0,0.3,e6a9c42e982dd08011641648b6361efd286890b313dcfe7b33163981fa31cd6b,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
299,P7_C_EFFECT_RHO0,0.1,0.0,a6d5581add7bb295b531af7b48266f632d05b26ce62aeba706986fa6b54af036,True,True,0.0,9.99999999999994e-05,1.0,1.0,1.0,1.0,True,True
299,P7_D_EFFECT_RHO30,0.1,0.3,a4df79c2e8b7f64b4732126f31ef0e837d1e371741f95a9f443cfafb87ad0984,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
300,P7_A_NULL_RHO0,0.0,0.0,edc7afb129049011b0274bb0aec390702fd9dee7455eeddb3d84ba7e2de3752e,True,True,-0.0003000000000000008,-0.0006999999999999992,0.0,0.0,1.0,1.0,True,True
300,P7_B_NULL_RHO30,0.0,0.3,34c3b31f1673d6d364dc1b70caa698148a18772997e1a8b99e99cdb2010dc81a,True,True,-0.0002999999999999999,-0.0007000000000000027,0.0,0.0,1.0,1.0,True,True
300,P7_C_EFFECT_RHO0,0.1,0.0,8a31b044b8ddba00f76d9e328d3dd156c40d38779c486e36c4fc331e1aa7ddbe,True,True,-0.00020000000000000573,-0.00040000000000000105,1.0,1.0,1.0,1.0,True,True
300,P7_D_EFFECT_RHO30,0.1,0.3,2efe2f445b4015ea99d9982d0a72aaa42cf0aa9d354b0591d6ceb3834e243c77,True,True,-0.0002999999999999947,-0.0005999999999999998,1.0,1.0,1.0,1.0,True,True
301,P7_A_NULL_RHO0,0.0,0.0,c4387fe82589a2fca2d01d21f3dc817ce2219c2ab2fdbbf6b45a822b43b11f19,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
301,P7_B_NULL_RHO30,0.0,0.3,129da6c58063415fd5e1106d561ece4a9f65c766f08a21029c6b63bf86891df0,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
301,P7_C_EFFECT_RHO0,0.1,0.0,c79f7e2a6a74ffc5704a8f504e491c933161aa0d29537ccccbd36d442b62deb3,True,True,0.0,-9.99999999999994e-05,1.0,1.0,1.0,1.0,False,True
301,P7_D_EFFECT_RHO30,0.1,0.3,3dd3a3f18dab787dded2eca161bdfee0d458c804528b47054e200b3975ff5bcf,True,True,-9.999999999998899e-05,0.0,1.0,1.0,1.0,1.0,True,True
302,P7_A_NULL_RHO0,0.0,0.0,6eb627e50c1a732a6194fdd551ceb056cb1538b5f11ea6c096658f17c8cf1372,True,True,0.0002999999999999982,-0.0005000000000000004,0.0,0.0,1.0,1.0,True,True
302,P7_B_NULL_RHO30,0.0,0.3,e543327ea1c720cfb04be6440924e9298eaaae2c984e21c803d31626859b6868,True,True,0.0002999999999999982,-0.0005000000000000004,0.0,0.0,1.0,1.0,True,True
302,P7_C_EFFECT_RHO0,0.1,0.0,da70feb61cc6312604d59a700eacfbc33685a95468cdaf3eb93c4da0972d52f5,True,True,0.00040000000000001146,-0.00040000000000000105,1.0,1.0,1.0,1.0,True,True
302,P7_D_EFFECT_RHO30,0.1,0.3,20f8c009520be85c9ccc0f65cb84985b51655b08e977a614aff99da13cd61b11,True,True,0.0002999999999999947,-0.0005000000000000004,1.0,1.0,1.0,1.0,True,True
303,P7_A_NULL_RHO0,0.0,0.0,960d573b968204330727f4175d7c252b386598460b3ef80fafa027c1417c07ef,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
303,P7_B_NULL_RHO30,0.0,0.3,41369411c8c661ba25afbfd34c80d2a796414beeab103b3f5092ead044c9c9f9,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
303,P7_C_EFFECT_RHO0,0.1,0.0,4f09a8189aaaccf2004402614a833ee736e861b65a5f23824af0112e950e510a,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
303,P7_D_EFFECT_RHO30,0.1,0.3,f316f8ddca337d98d24f8a6a27cf57c05a40908c86c8f89a687baea8df98f27e,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
304,P7_A_NULL_RHO0,0.0,0.0,90055537fed43159fb8e89654b0f3e54f101eface0ab777b0c5e0f7fc9d3bb26,True,True,0.0008000000000000004,-0.001299999999999999,0.0,0.0,1.0,1.0,True,True
304,P7_B_NULL_RHO30,0.0,0.3,7f91ebcfc1caf9adedbe5e0c5993c05920847c7983fe16f7e65a9cb6735c7af2,True,True,0.0008000000000000004,-0.001299999999999999,0.0,0.0,1.0,1.0,True,True
304,P7_C_EFFECT_RHO0,0.1,0.0,12598f8fb4311cb9c3b633479ef04005b0bf0331c121b1dbbb16853400c2279d,True,True,0.000899999999999998,-0.001400000000000002,1.0,1.0,1.0,1.0,True,True
304,P7_D_EFFECT_RHO30,0.1,0.3,8e4cc5183e2c97f5b9bf5b931f6730d7fb2316c4f5b1e3481b041c1f32af9122,True,True,0.0007999999999999952,-0.0011999999999999997,1.0,1.0,1.0,1.0,True,True
305,P7_A_NULL_RHO0,0.0,0.0,47c765e163b0fa09b1397c0de418367c748a7cb164c7bf96741fbf584db79bb5,True,True,0.0,0.0002999999999999982,0.0,0.0,1.0,1.0,True,True
305,P7_B_NULL_RHO30,0.0,0.3,a9540accbf2ac8a03d387e7bc6b3d3021176ea60f07004903bb9cf09d37ba3a9,True,True,-9.99999999999994e-05,0.0002999999999999982,0.0,0.0,1.0,1.0,True,True
305,P7_C_EFFECT_RHO0,0.1,0.0,c8f7f2e00a8bc8d884c400fa736ea195dcc6728c2f8f6b9e181bf8323647848b,True,True,-0.00010000000000000286,9.99999999999994e-05,1.0,1.0,1.0,1.0,True,True
305,P7_D_EFFECT_RHO30,0.1,0.3,536439034945328ea755aa8d97d0f53d824ff85f033fae4ad0e87ec6457e5e21,True,True,-0.00010000000000000286,-0.0001999999999999988,1.0,1.0,1.0,1.0,True,True
306,P7_A_NULL_RHO0,0.0,0.0,b4c4ad0fa5db8008e9f887dfb7f380276874237b5f02a2e18164094c7d125902,True,True,0.00030000000000000165,-0.00030000000000000165,0.0,0.0,1.0,1.0,True,True
306,P7_B_NULL_RHO30,0.0,0.3,fe2fb1232008b65d870ca210c16ddcd04c03de2eb49ef8f221087f666e1ab5d2,True,True,0.00030000000000000165,-0.00030000000000000165,0.0,0.0,1.0,1.0,True,True
306,P7_C_EFFECT_RHO0,0.1,0.0,9076f1dc434b920343f5d55cc86a36cbced82d23facba7a388bfe167ce65ce16,True,True,0.0002999999999999947,-0.00020000000000000226,1.0,1.0,1.0,1.0,True,True
306,P7_D_EFFECT_RHO30,0.1,0.3,80bdf9ef19cb78cb5f51f141f30effc6db53198f913ef119c0896c6387df1ff3,True,True,0.0002999999999999947,-0.00020000000000000226,1.0,1.0,1.0,1.0,True,True
307,P7_A_NULL_RHO0,0.0,0.0,90c42cd82b6cda83be7408a61f753f6b0ec6f6b40b95a9435717b6b05a176603,True,True,-9.99999999999994e-05,0.00020000000000000226,0.0,0.0,1.0,1.0,True,False
307,P7_B_NULL_RHO30,0.0,0.3,76c88c69e5f5428eee5be1c6212acea3c392b49019448e56c5e80e5f58950617,True,True,-0.00010000000000000113,-0.0002999999999999982,0.0,0.0,1.0,1.0,True,True
