rep,seed,cell,fit_spec,true_effect,true_rho,n_models,n_items,n_obs,dataset_sha256,min_model_n_self,max_model_n_self,overall_self_prop,rho_model,x_mean,x_sd,context_item_level_shared,phase6_high_assignment_geometry,converged,singular,warnings,estimate,se,p_value,ci_low,ci_high,rejected_at_05,bias,ci_covers_truth,error,model_intercept_sd,model_slope_sd,model_intercept_slope_corr,item_intercept_sd,model_cov_min_eigenvalue,theta,theta_lower,singular_component,fit_error,evaluable,rejected,covered,singular_bool
313,92622313,P7_C_EFFECT_RHO0,M2,0.1,0.0,100,400,40000,2fbaa91721f3e33559ef5eeafb65cc9e555ad2b26b29e385348f673c1893ef5e,200,200,0.5,0.0,-4.085620730620576e-16,0.86119352894433,True,True,True,True,[],0.1302,0.0208,4.1849e-10,0.0893,0.171,True,0.030200000000000005,True,,0.0314,0.0,,0.038,0.0,"[0.038, 0.0314, 0]","[0, 0, 0]",model_slope_sd_zero,,True,1.0,1.0,True
313,92622313,P7_D_EFFECT_RHO30,M1,0.1,0.3,100,400,40000,9a8f0394f2992a34f939bda9194f8f2f393a42b65c2bd0415d3a530e01d81254,200,200,0.5,0.3,-4.085620730620576e-16,0.86119352894433,True,True,True,True,[],0.128,0.0222,8.5023e-09,0.0844,0.1716,True,0.027999999999999997,True,,0.0821,0.0773,-1.0,0.0348,-4.3368000000000004e-19,"[0.0348, 0.0821, -0.0773, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,1.0,1.0,True
313,92622313,P7_D_EFFECT_RHO30,M2,0.1,0.3,100,400,40000,9a8f0394f2992a34f939bda9194f8f2f393a42b65c2bd0415d3a530e01d81254,200,200,0.5,0.3,-4.085620730620576e-16,0.86119352894433,True,True,True,True,[],0.1289,0.0208,6.2278e-10,0.088,0.1697,True,0.02889999999999998,True,,0.0358,0.0,,0.0346,0.0,"[0.0346, 0.0358, 0]","[0, 0, 0]",model_slope_sd_zero,,True,1.0,1.0,True
314,92622314,P7_A_NULL_RHO0,M1,0.0,0.0,100,400,40000,ef543f57febd2ccc4a885c7e96c7d956a4f9d9f69415c4127cc21e633eafef9c,200,200,0.5,0.0,8.704148513061227e-16,0.9399943135672584,True,True,True,True,[],-0.0017,0.0227,0.9409,-0.0461,0.0428,False,-0.0017,True,,0.0,0.0936,,0.0138,0.0,"[0.0138, 0, 0.0915, 0.0197]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0,1.0,True
314,92622314,P7_A_NULL_RHO0,M2,0.0,0.0,100,400,40000,ef543f57febd2ccc4a885c7e96c7d956a4f9d9f69415c4127cc21e633eafef9c,200,200,0.5,0.0,8.704148513061227e-16,0.9399943135672584,True,True,True,True,[],-0.0017,0.0227,0.9408,-0.0461,0.0428,False,-0.0017,True,,0.0,0.0936,,0.0138,0.0,"[0.0138, 0, 0.0936]","[0, 0, 0]",model_intercept_sd_zero,,True,0.0,1.0,True
314,92622314,P7_B_NULL_RHO30,M1,0.0,0.3,100,400,40000,038482a369ca6754280ae6cde4ae013fa30592cb7e8448a7d7d9a2c614bdfce0,200,200,0.5,0.3,8.704148513061227e-16,0.9399943135672584,True,True,True,True,[],-0.0036,0.0255,0.8871,-0.0536,0.0464,False,-0.0036,True,,0.0558,0.1495,-1.0,0.0002,2.0219e-11,"[0.0002, 0.0558, -0.1495, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0,1.0,True
314,92622314,P7_B_NULL_RHO30,M2,0.0,0.3,100,400,40000,038482a369ca6754280ae6cde4ae013fa30592cb7e8448a7d7d9a2c614bdfce0,200,200,0.5,0.3,8.704148513061227e-16,0.9399943135672584,True,True,True,True,[],-0.003,0.0227,0.8958,-0.0474,0.0415,False,-0.003,True,,0.0,0.0935,,0.0001,0.0,"[0.0001, 0, 0.0935]","[0, 0, 0]",model_intercept_sd_zero,,True,0.0,1.0,True
314,92622314,P7_C_EFFECT_RHO0,M1,0.1,0.0,100,400,40000,eb4f173e42837384cf56db6ee2ee9e5a82860cf1098c03341755e2fea4684d13,200,200,0.5,0.0,8.704148513061227e-16,0.9399943135672584,True,True,True,True,[],0.1017,0.026,0.0001,0.0508,0.1526,True,0.0016999999999999932,True,,0.0556,0.155,-1.0,0.0,1.0479e-10,"[0, 0.0556, -0.155, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,1.0,1.0,True
314,92622314,P7_C_EFFECT_RHO0,M2,0.1,0.0,100,400,40000,eb4f173e42837384cf56db6ee2ee9e5a82860cf1098c03341755e2fea4684d13,200,200,0.5,0.0,8.704148513061227e-16,0.9399943135672584,True,True,True,True,[],0.1024,0.0231,8.9663e-06,0.0572,0.1475,True,0.0023999999999999994,True,,0.0,0.0992,,0.0,0.0,"[0, 0, 0.0992]","[0, 0, 0]",model_intercept_sd_zero,,True,1.0,1.0,True
314,92622314,P7_D_EFFECT_RHO30,M1,0.1,0.3,100,400,40000,cff9a520a9a004cf35a8a1c70f397fa253c3aa9c22377a2aa1f6fa81032ff5a4,200,200,0.5,0.3,8.704148513061227e-16,0.9399943135672584,True,True,True,True,[],0.1021,0.023,9.1225e-06,0.057,0.1473,True,0.0020999999999999908,True,,0.0,0.0985,,0.0077,0.0,"[0.0077, 0, 0.0985, 0.0007]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,1.0,1.0,True
314,92622314,P7_D_EFFECT_RHO30,M2,0.1,0.3,100,400,40000,cff9a520a9a004cf35a8a1c70f397fa253c3aa9c22377a2aa1f6fa81032ff5a4,200,200,0.5,0.3,8.704148513061227e-16,0.9399943135672584,True,True,True,True,[],0.1021,0.023,9.125e-06,0.057,0.1473,True,0.0020999999999999908,True,,0.0,0.0985,,0.0077,0.0,"[0.0077, 0, 0.0985]","[0, 0, 0]",model_intercept_sd_zero,,True,1.0,1.0,True
315,92622315,P7_A_NULL_RHO0,M1,0.0,0.0,100,400,40000,ed241537526459782ce771a4d04b70ff302bd76a5c30cb3d36840cf56922d7a2,200,200,0.5,0.0,-1.9539925233402755e-16,0.8288420631275066,True,True,True,True,[],0.0255,0.0222,0.2507,-0.018,0.0689,False,0.0255,True,,0.0,0.0814,,0.0,0.0,"[0, 0, 0.0749, 0.0318]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0,1.0,True
315,92622315,P7_A_NULL_RHO0,M2,0.0,0.0,100,400,40000,ed241537526459782ce771a4d04b70ff302bd76a5c30cb3d36840cf56922d7a2,200,200,0.5,0.0,-1.9539925233402755e-16,0.8288420631275066,True,True,True,True,[],0.0253,0.0219,0.2475,-0.0176,0.0683,False,0.0253,True,,0.0384,0.0739,,0.0,0.0015,"[0, 0.0384, 0.0739]","[0, 0, 0]",item_intercept_sd_zero,,True,0.0,1.0,True
315,92622315,P7_B_NULL_RHO30,M1,0.0,0.3,100,400,40000,822f05d74cd9d9d377ff1e9181981a92ca655df2d5803c1a9dc6676fb21810e6,200,200,0.5,0.3,-1.9539925233402755e-16,0.8288420631275066,True,True,True,True,[],0.023,0.0223,0.3022,-0.0207,0.0666,False,0.023,True,,0.0,0.0837,,0.0,0.0,"[0, 0, 0.0792, 0.0272]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0,1.0,True
315,92622315,P7_B_NULL_RHO30,M2,0.0,0.3,100,400,40000,822f05d74cd9d9d377ff1e9181981a92ca655df2d5803c1a9dc6676fb21810e6,200,200,0.5,0.3,-1.9539925233402755e-16,0.8288420631275066,True,True,True,True,[],0.0228,0.022,0.299,-0.0202,0.0659,False,0.0228,True,,0.0401,0.0757,,0.0,0.0016,"[0, 0.0401, 0.0757]","[0, 0, 0]",item_intercept_sd_zero,,True,0.0,1.0,True
315,92622315,P7_C_EFFECT_RHO0,M1,0.1,0.0,100,400,40000,c8d3e1b71e9043c12f6f8d01097e163290427da54a714e6ec87468e386dc8d82,200,200,0.5,0.0,-1.9539925233402755e-16,0.8288420631275066,True,True,True,True,[],0.1271,0.0222,9.5583e-09,0.0837,0.1706,True,0.027099999999999985,True,,0.0,0.0771,,0.0,0.0,"[0, 0, 0.0734, 0.0235]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,1.0,1.0,True
315,92622315,P7_C_EFFECT_RHO0,M2,0.1,0.0,100,400,40000,c8d3e1b71e9043c12f6f8d01097e163290427da54a714e6ec87468e386dc8d82,200,200,0.5,0.0,-1.9539925233402755e-16,0.8288420631275066,True,True,True,True,[],0.127,0.0219,6.8494e-09,0.0841,0.17,True,0.026999999999999996,True,,0.0365,0.0701,,0.0,0.0013,"[0, 0.0365, 0.0701]","[0, 0, 0]",item_intercept_sd_zero,,True,1.0,1.0,True
315,92622315,P7_D_EFFECT_RHO30,M1,0.1,0.3,100,400,40000,5d6d8b923187f4c1cb9d39864c89bf2fb174314df91a9bf330409c2e6e997ec6,200,200,0.5,0.3,-1.9539925233402755e-16,0.8288420631275066,True,True,True,True,[],0.1241,0.0222,2.4083e-08,0.0805,0.1677,True,0.024099999999999996,True,,0.0,0.0798,,0.0,0.0,"[0, 0, 0.0797, 0.0016]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,1.0,1.0,True
315,92622315,P7_D_EFFECT_RHO30,M2,0.1,0.3,100,400,40000,5d6d8b923187f4c1cb9d39864c89bf2fb174314df91a9bf330409c2e6e997ec6,200,200,0.5,0.3,-1.9539925233402755e-16,0.8288420631275066,True,True,True,True,[],0.124,0.022,1.736e-08,0.0809,0.1671,True,0.023999999999999994,True,,0.0374,0.0727,,0.0,0.0014,"[0, 0.0374, 0.0727]","[0, 0, 0]",item_intercept_sd_zero,,True,1.0,1.0,True
316,92622316,P7_A_NULL_RHO0,M1,0.0,0.0,100,400,40000,3bf9ed94ba5308220b4a7decd67261b4df433b4b628522e9ed73e2f6c695a4c3,200,200,0.5,0.0,1.2434497875801752e-15,0.8861732847445964,True,True,True,True,[],-0.0117,0.0207,0.572,-0.0522,0.0288,False,-0.0117,True,,3.2941e-06,0.0,-1.0,0.0,1.6156000000000002e-27,"[0, 3.2941e-06, 0, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,0.0,1.0,True
316,92622316,P7_A_NULL_RHO0,M2,0.0,0.0,100,400,40000,3bf9ed94ba5308220b4a7decd67261b4df433b4b628522e9ed73e2f6c695a4c3,200,200,0.5,0.0,1.2434497875801752e-15,0.8861732847445964,True,True,True,True,[],-0.0117,0.0207,0.572,-0.0522,0.0288,False,-0.0117,True,,0.0,0.0,,0.0,0.0,"[0, 0, 0]","[0, 0, 0]",model_slope_sd_zero,,True,0.0,1.0,True
316,92622316,P7_B_NULL_RHO30,M1,0.0,0.3,100,400,40000,38b7c0ac2407e07a518c800a668cbd30b006d5aaf08965f7c47b33b38e0e1730,200,200,0.5,0.3,1.2434497875801752e-15,0.8861732847445964,True,True,True,True,[],-0.0125,0.0209,0.5505,-0.0533,0.0284,False,-0.0125,True,,0.0065,0.0285,-1.0,2.0757e-07,0.0,"[2.0757e-07, 0.0065, -0.0285, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0,1.0,True
316,92622316,P7_B_NULL_RHO30,M2,0.0,0.3,100,400,40000,38b7c0ac2407e07a518c800a668cbd30b006d5aaf08965f7c47b33b38e0e1730,200,200,0.5,0.3,1.2434497875801752e-15,0.8861732847445964,True,True,True,True,[],-0.0125,0.0207,0.5477,-0.0531,0.0282,False,-0.0125,True,,0.0,0.0191,,0.0,0.0,"[0, 0, 0.0191]","[0, 0, 0]",model_intercept_sd_zero,,True,0.0,1.0,True
316,92622316,P7_C_EFFECT_RHO0,M1,0.1,0.0,100,400,40000,ce795c6eeb7a1bd438dd8328425e22f1d26339f3804768b432a170b8b3bf11ef,200,200,0.5,0.0,1.2434497875801752e-15,0.8861732847445964,True,True,True,True,[],0.095,0.0211,6.8572e-06,0.0536,0.1363,True,-0.0050000000000000044,True,,0.0014,0.036,-0.9999,0.0,2.1511e-10,"[0, 0.0014, -0.036, 0.0004]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,1.0,1.0,True
316,92622316,P7_C_EFFECT_RHO0,M2,0.1,0.0,100,400,40000,ce795c6eeb7a1bd438dd8328425e22f1d26339f3804768b432a170b8b3bf11ef,200,200,0.5,0.0,1.2434497875801752e-15,0.8861732847445964,True,True,True,True,[],0.0949,0.0211,6.6935e-06,0.0536,0.1363,True,-0.005100000000000007,True,,2.8653e-07,0.0345,,0.0,8.2102e-14,"[0, 2.8653e-07, 0.0345]","[0, 0, 0]",model_intercept_sd_zero,,True,1.0,1.0,True
316,92622316,P7_D_EFFECT_RHO30,M1,0.1,0.3,100,400,40000,48e8160182ae906bc4d21ffc4165c64c12f3514b1e6c8d1c7c33942105761973,200,200,0.5,0.3,1.2434497875801752e-15,0.8861732847445964,True,True,True,True,[],0.092,0.0213,0.0,0.0502,0.1339,True,-0.008000000000000007,True,,0.0028,0.0481,-1.0,0.0,2.3574e-10,"[0, 0.0028, -0.0481, 0.0003]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,1.0,1.0,True
316,92622316,P7_D_EFFECT_RHO30,M2,0.1,0.3,100,400,40000,48e8160182ae906bc4d21ffc4165c64c12f3514b1e6c8d1c7c33942105761973,200,200,0.5,0.3,1.2434497875801752e-15,0.8861732847445964,True,True,True,True,[],0.092,0.0213,0.0,0.0503,0.1337,True,-0.008000000000000007,True,,1.8533e-07,0.0452,,1.9478e-08,3.4346e-14,"[1.9478e-08, 1.8533e-07, 0.0452]","[0, 0, 0]",model_intercept_sd_zero,,True,1.0,1.0,True
317,92622317,P7_A_NULL_RHO0,M1,0.0,0.0,100,400,40000,6b775d7cfa9c54f711d1730cfc3ab39b33a3db762e37ecda284a07829ae32148,200,200,0.5,0.0,3.4283687000424837e-15,0.8411373778295381,True,True,True,True,[],-0.0083,0.0217,0.7025,-0.0507,0.0342,False,-0.0083,True,,0.0844,0.0636,-1.0,0.0491,4.3368000000000004e-19,"[0.0491, 0.0844, -0.0636, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0,1.0,True
317,92622317,P7_A_NULL_RHO0,M2,0.0,0.0,100,400,40000,6b775d7cfa9c54f711d1730cfc3ab39b33a3db762e37ecda284a07829ae32148,200,200,0.5,0.0,3.4283687000424837e-15,0.8411373778295381,True,True,True,True,[],-0.0074,0.0207,0.72,-0.048,0.0331,False,-0.0074,True,,0.0505,0.0,,0.049,0.0,"[0.049, 0.0505, 0]","[0, 0, 0]",model_slope_sd_zero,,True,0.0,1.0,True
317,92622317,P7_B_NULL_RHO30,M1,0.0,0.3,100,400,40000,1ab00b312928d5d19060d195eb21b8055440bc20ba1d2c28bc7411e441876800,200,200,0.5,0.3,3.4283687000424837e-15,0.8411373778295381,True,True,True,True,[],-0.008,0.0216,0.7099,-0.0504,0.0343,False,-0.008,True,,0.0844,0.0619,-1.0,0.0494,0.0,"[0.0494, 0.0844, -0.0619, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0,1.0,True
317,92622317,P7_B_NULL_RHO30,M2,0.0,0.3,100,400,40000,1ab00b312928d5d19060d195eb21b8055440bc20ba1d2c28bc7411e441876800,200,200,0.5,0.3,3.4283687000424837e-15,0.8411373778295381,True,True,True,True,[],-0.0072,0.0207,0.728,-0.0478,0.0334,False,-0.0072,True,,0.0517,0.0,,0.0493,0.0,"[0.0493, 0.0517, 0]","[0, 0, 0]",model_slope_sd_zero,,True,0.0,1.0,True
317,92622317,P7_C_EFFECT_RHO0,M1,0.1,0.0,100,400,40000,83df8c5a91157c029d805dd8d76c956d23684f6a9df3e797ed37902c251eeb35,200,200,0.5,0.0,3.4283687000424837e-15,0.8411373778295381,True,True,True,True,[],0.0905,0.0218,0.0,0.0478,0.1333,True,-0.009500000000000008,True,,0.0848,0.0643,-1.0,0.0443,-4.3368000000000004e-19,"[0.0443, 0.0848, -0.0643, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,1.0,1.0,True
317,92622317,P7_C_EFFECT_RHO0,M2,0.1,0.0,100,400,40000,83df8c5a91157c029d805dd8d76c956d23684f6a9df3e797ed37902c251eeb35,200,200,0.5,0.0,3.4283687000424837e-15,0.8411373778295381,True,True,True,True,[],0.0914,0.0208,0.0,0.0506,0.1323,True,-0.00860000000000001,True,,0.0493,0.0,,0.044,0.0,"[0.044, 0.0493, 0]","[0, 0, 0]",model_slope_sd_zero,,True,1.0,1.0,True
317,92622317,P7_D_EFFECT_RHO30,M1,0.1,0.3,100,400,40000,4b4b76ae75936f6dc2e54edca526d73ef6fd594b90d926d4296767c6239d1caf,200,200,0.5,0.3,3.4283687000424837e-15,0.8411373778295381,True,True,True,True,[],0.0886,0.0218,0.0,0.0458,0.1313,True,-0.011400000000000007,True,,0.0847,0.0642,-1.0,0.0456,0.0,"[0.0456, 0.0847, -0.0642, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,1.0,1.0,True
317,92622317,P7_D_EFFECT_RHO30,M2,0.1,0.3,100,400,40000,4b4b76ae75936f6dc2e54edca526d73ef6fd594b90d926d4296767c6239d1caf,200,200,0.5,0.3,3.4283687000424837e-15,0.8411373778295381,True,True,True,True,[],0.0895,0.0208,0.0,0.0486,0.1303,True,-0.01050000000000001,True,,0.0497,0.0,,0.0454,0.0,"[0.0454, 0.0497, 0]","[0, 0, 0]",model_slope_sd_zero,,True,1.0,1.0,True
318,92622318,P7_A_NULL_RHO0,M1,0.0,0.0,100,400,40000,5399bf7af9cec4b966a4d55ec678ef457c0c897913c26015a2e405b84c770877,200,200,0.5,0.0,-2.238209617644316e-15,0.8589979160380453,True,True,True,True,[],0.0109,0.0209,0.6033,-0.0301,0.0519,False,0.0109,True,,0.0,0.0327,,3.1012e-07,0.0,"[3.1012e-07, 0, -0.0326, 0.0032]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0,1.0,True
318,92622318,P7_A_NULL_RHO0,M2,0.0,0.0,100,400,40000,5399bf7af9cec4b966a4d55ec678ef457c0c897913c26015a2e405b84c770877,200,200,0.5,0.0,-2.238209617644316e-15,0.8589979160380453,True,True,True,True,[],0.0107,0.0207,0.603,-0.0297,0.0512,False,0.0107,True,,0.0457,0.0,,0.0,0.0,"[0, 0.0457, 0]","[0, 0, 0]",model_slope_sd_zero,,True,0.0,1.0,True
318,92622318,P7_B_NULL_RHO30,M1,0.0,0.3,100,400,40000,2cd263f5ad07f59029e8d085be2c99ad6593b96de35ca15d9bb06360df64c4cf,200,200,0.5,0.3,-2.238209617644316e-15,0.8589979160380453,True,True,True,True,[],0.0111,0.0209,0.5963,-0.03,0.0522,False,0.0111,True,,0.0,0.0351,,0.0,0.0,"[0, 0, -0.035, 0.0024]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0,1.0,True
318,92622318,P7_B_NULL_RHO30,M2,0.0,0.3,100,400,40000,2cd263f5ad07f59029e8d085be2c99ad6593b96de35ca15d9bb06360df64c4cf,200,200,0.5,0.3,-2.238209617644316e-15,0.8589979160380453,True,True,True,True,[],0.011,0.0207,0.5959,-0.0295,0.0514,False,0.011,True,,0.0482,0.0,,0.0,0.0,"[0, 0.0482, 0]","[0, 0, 0]",model_slope_sd_zero,,True,0.0,1.0,True
318,92622318,P7_C_EFFECT_RHO0,M1,0.1,0.0,100,400,40000,474508d661a091b1200eccf994fb6f9ac3bab7f31cf5254ea82fca10f4611e0f,200,200,0.5,0.0,-2.238209617644316e-15,0.8589979160380453,True,True,True,True,[],0.1061,0.0208,3.5994e-07,0.0652,0.1469,True,0.006099999999999994,True,,0.0,0.0162,,4.8876e-07,0.0,"[4.8876e-07, 0, -0.0144, 0.0074]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,1.0,1.0,True
318,92622318,P7_C_EFFECT_RHO0,M2,0.1,0.0,100,400,40000,474508d661a091b1200eccf994fb6f9ac3bab7f31cf5254ea82fca10f4611e0f,200,200,0.5,0.0,-2.238209617644316e-15,0.8589979160380453,True,True,True,True,[],0.1061,0.0208,3.3194e-07,0.0653,0.1468,True,0.006099999999999994,True,,0.042,0.0,,2.5096e-07,0.0,"[2.5096e-07, 0.042, 0]","[0, 0, 0]",model_slope_sd_zero,,True,1.0,1.0,True
318,92622318,P7_D_EFFECT_RHO30,M1,0.1,0.3,100,400,40000,d39aa1fad545a0fb5ba9ba52b9f9ea5144f5463459b752038c7da999f3231fe8,200,200,0.5,0.3,-2.238209617644316e-15,0.8589979160380453,True,True,True,True,[],0.1086,0.0211,2.5748e-07,0.0673,0.1499,True,0.008599999999999997,True,,0.0,0.0352,,0.0,0.0,"[0, 0, -0.0352, 0.001]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,1.0,1.0,True
318,92622318,P7_D_EFFECT_RHO30,M2,0.1,0.3,100,400,40000,d39aa1fad545a0fb5ba9ba52b9f9ea5144f5463459b752038c7da999f3231fe8,200,200,0.5,0.3,-2.238209617644316e-15,0.8589979160380453,True,True,True,True,[],0.1085,0.0208,1.792e-07,0.0678,0.1492,True,0.008499999999999994,True,,0.0476,0.0,,0.0,0.0,"[0, 0.0476, 0]","[0, 0, 0]",model_slope_sd_zero,,True,1.0,1.0,True
319,92622319,P7_A_NULL_RHO0,M1,0.0,0.0,100,400,40000,5d4151b7283da8031880cc85ce9ef01a01b494250afdd3e03fd046e2ccca8d6f,200,200,0.5,0.0,-1.5276668818842154e-15,0.9235771627302418,True,True,True,True,[],0.0141,0.0207,0.4973,-0.0266,0.0547,False,0.0141,True,,0.0,0.0001,-1.0,0.0,0.0,"[0, 0, -0.0001, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,0.0,1.0,True
319,92622319,P7_A_NULL_RHO0,M2,0.0,0.0,100,400,40000,5d4151b7283da8031880cc85ce9ef01a01b494250afdd3e03fd046e2ccca8d6f,200,200,0.5,0.0,-1.5276668818842154e-15,0.9235771627302418,True,True,True,True,[],0.0141,0.0207,0.4973,-0.0266,0.0547,False,0.0141,True,,0.0,0.0,,0.0,0.0,"[0, 0, 0]","[0, 0, 0]",model_slope_sd_zero,,True,0.0,1.0,True
319,92622319,P7_B_NULL_RHO30,M1,0.0,0.3,100,400,40000,cfc4ff79428561af22a8a16e3caa3933124ce5585f6dbf0787566ea977af0bd6,200,200,0.5,0.3,-1.5276668818842154e-15,0.9235771627302418,True,True,True,True,[],0.0131,0.0209,0.5318,-0.0279,0.054,False,0.0131,True,,0.0036,0.0265,-1.0,0.0,3.1282e-10,"[0, 0.0036, -0.0265, 0.0001]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0,1.0,True
319,92622319,P7_B_NULL_RHO30,M2,0.0,0.3,100,400,40000,cfc4ff79428561af22a8a16e3caa3933124ce5585f6dbf0787566ea977af0bd6,200,200,0.5,0.3,-1.5276668818842154e-15,0.9235771627302418,True,True,True,True,[],0.0131,0.0208,0.5309,-0.0278,0.0539,False,0.0131,True,,0.0,0.0224,,0.0,0.0,"[0, 0, 0.0224]","[0, 0, 0]",model_intercept_sd_zero,,True,0.0,1.0,True
319,92622319,P7_C_EFFECT_RHO0,M1,0.1,0.0,100,400,40000,666ca7dd60ae86a64c56831ef2d7b174fd0d2c39b810699d6186338779882c53,200,200,0.5,0.0,-1.5276668818842154e-15,0.9235771627302418,True,True,True,True,[],0.1163,0.0209,2.4885e-08,0.0754,0.1573,True,0.016299999999999995,True,,3.1258e-06,6.7164e-06,-1.0,0.0,0.0,"[0, 3.1258e-06, -6.7164e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.0,1.0,True
319,92622319,P7_C_EFFECT_RHO0,M2,0.1,0.0,100,400,40000,666ca7dd60ae86a64c56831ef2d7b174fd0d2c39b810699d6186338779882c53,200,200,0.5,0.0,-1.5276668818842154e-15,0.9235771627302418,True,True,True,True,[],0.1163,0.0209,2.4882e-08,0.0754,0.1573,True,0.016299999999999995,True,,0.0,0.0,,0.0,0.0,"[0, 0, 0]","[0, 0, 0]",model_slope_sd_zero,,True,1.0,1.0,True
319,92622319,P7_D_EFFECT_RHO30,M1,0.1,0.3,100,400,40000,e2ce9100ecd1519361375d481aa8282a70339059097ec16eee0a0ccd9e0a3bfb,200,200,0.5,0.3,-1.5276668818842154e-15,0.9235771627302418,True,True,True,True,[],0.1155,0.0209,3.1669e-08,0.0745,0.1564,True,0.0155,True,,0.0,4.9377e-08,,0.0,0.0,"[0, 0, -4.9377e-08, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.0,1.0,True
319,92622319,P7_D_EFFECT_RHO30,M2,0.1,0.3,100,400,40000,e2ce9100ecd1519361375d481aa8282a70339059097ec16eee0a0ccd9e0a3bfb,200,200,0.5,0.3,-1.5276668818842154e-15,0.9235771627302418,True,True,True,True,[],0.1155,0.0209,3.1668e-08,0.0745,0.1564,True,0.0155,True,,0.0,0.0,,0.0,0.0,"[0, 0, 0]","[0, 0, 0]",model_slope_sd_zero,,True,1.0,1.0,True
320,92622320,P7_A_NULL_RHO0,M1,0.0,0.0,100,400,40000,fd89d479ac23b0514b29b100020e902773757a9760542dc8a4924d408158b3e4,200,200,0.5,0.0,4.973799150320702e-16,0.8210381906495136,True,True,True,True,[],0.0006,0.0219,0.9795,-0.0424,0.0436,False,0.0006,True,,0.0,0.0744,,0.0,0.0,"[0, 0, -0.0731, 0.0139]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0,1.0,True
320,92622320,P7_A_NULL_RHO0,M2,0.0,0.0,100,400,40000,fd89d479ac23b0514b29b100020e902773757a9760542dc8a4924d408158b3e4,200,200,0.5,0.0,4.973799150320702e-16,0.8210381906495136,True,True,True,True,[],0.0006,0.0219,0.9796,-0.0424,0.0436,False,0.0006,True,,7.4391e-07,0.0744,,1.4547e-06,5.534e-13,"[1.4547e-06, 7.4391e-07, 0.0744]","[0, 0, 0]",model_intercept_sd_zero,,True,0.0,1.0,True
320,92622320,P7_B_NULL_RHO30,M1,0.0,0.3,100,400,40000,f102703b037d21aeb0ea2a126d20dc8aa38a95cde6b84661a63a5a37786e2482,200,200,0.5,0.3,4.973799150320702e-16,0.8210381906495136,True,True,True,True,[],-0.0003,0.022,0.9908,-0.0434,0.0429,False,-0.0003,True,,0.0,0.0764,,0.0,0.0,"[0, 0, -0.0764, 0.0002]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0,1.0,True
320,92622320,P7_B_NULL_RHO30,M2,0.0,0.3,100,400,40000,f102703b037d21aeb0ea2a126d20dc8aa38a95cde6b84661a63a5a37786e2482,200,200,0.5,0.3,4.973799150320702e-16,0.8210381906495136,True,True,True,True,[],-0.0003,0.022,0.9908,-0.0434,0.0429,False,-0.0003,True,,0.0,0.0764,,0.0,0.0,"[0, 0, 0.0764]","[0, 0, 0]",model_intercept_sd_zero,,True,0.0,1.0,True
320,92622320,P7_C_EFFECT_RHO0,M1,0.1,0.0,100,400,40000,4a745f0041688792499a6c94911f5b200890a17521a92f5ac79bf6fa4fdd5c82,200,200,0.5,0.0,4.973799150320702e-16,0.8210381906495136,True,True,True,True,[],0.1017,0.022,3.7191e-06,0.0586,0.1447,True,0.0016999999999999932,True,,0.0007,0.0716,-0.9854,0.0,1.3952e-08,"[0, 0.0007, -0.0705, 0.0122]","[0, 0, '-Inf', 0]",item_intercept_sd_zero,,True,1.0,1.0,True
320,92622320,P7_C_EFFECT_RHO0,M2,0.1,0.0,100,400,40000,4a745f0041688792499a6c94911f5b200890a17521a92f5ac79bf6fa4fdd5c82,200,200,0.5,0.0,4.973799150320702e-16,0.8210381906495136,True,True,True,True,[],0.1017,0.022,3.6367e-06,0.0586,0.1447,True,0.0016999999999999932,True,,0.0,0.0709,,0.0,0.0,"[0, 0, 0.0709]","[0, 0, 0]",model_intercept_sd_zero,,True,1.0,1.0,True
